case_id,start_time,end_time,estimated_budget,product_type,Activity,Resource,role
361,2020-03-24T08:40:00,2020-03-24T09:09:00,1997.61, Glass, Prepare Production Plan,Alyvia Berger,Production Engineer
361,2020-03-24T09:56:00,2020-03-24T10:01:00,1997.61, Glass, Amend Production Plan,Bailee Barr,Production Engineer
361,2020-03-24T20:32:00,2020-03-24T20:50:00,1997.61, Glass, Prepare Production Plan,Rayna Jackson,Production Engineer
361,2020-03-24T21:38:00,2020-03-24T21:46:00,1997.61, Glass, Amend Production Plan,Lexi Larsen,Production Engineer
361,2020-03-27T16:46:00,2020-03-27T17:12:00,1997.61, Glass, Prepare Production Plan,Rayna Jackson,Production Engineer
361,2020-03-27T17:57:00,2020-03-27T18:11:00,1997.61, Glass, Amend Production Plan,Jaslene Bean,Production Engineer
361,2020-04-11T06:27:00,2020-04-11T06:33:00,1997.61, Glass, Prepare Production Plan,Alyvia Berger,Production Engineer
361,2020-04-11T22:21:00,2020-04-11T22:39:00,1997.61, Glass, Request Customer Info,Korbin Miranda,Sales Rep
361,2020-04-17T12:28:00,2020-04-17T12:52:00,1997.61, Glass, Prepare Production Plan,Rayna Jackson,Production Engineer
361,2020-04-17T13:38:00,2020-04-17T13:43:00,1997.61, Glass, Amend Production Plan,Emilee Dorsey,Production Engineer
361,2020-04-18T04:34:00,2020-04-18T04:53:00,1997.61, Glass, Prepare Production Plan,Rayna Jackson,Production Engineer
361,2020-04-18T05:40:00,2020-04-18T05:50:00,1997.61, Glass, Amend Production Plan,Nathanial Oliver,Production Engineer
361,2020-04-28T20:42:00,2020-04-28T21:02:00,1997.61, Glass, Prepare Production Plan,Rayna Jackson,Production Engineer
361,2020-04-28T21:58:00,2020-04-28T22:04:00,1997.61, Glass, Amend Production Plan,Emilee Dorsey,Production Engineer
361,2020-05-02T23:08:00,2020-05-02T23:34:00,1997.61, Glass, Prepare Production Plan,Karter Chapman,Production Engineer
361,2020-05-06T11:03:00,2020-05-06T17:52:00,1997.61, Glass, Prepare Quote,Rayna Jackson,Sales Engineer
361,2020-05-09T03:39:00,2020-05-09T03:40:00,1997.61, Glass, Approve Quote,Emilee Dorsey,Senior Sales Engineer
361,2020-05-12T08:08:00,2020-05-12T08:08:00,1997.61, Glass, Submit Quote,Katelyn Pitts,Sales Rep
362,2020-02-20T23:27:00,2020-02-20T23:44:00,9919.92, Aluminium, Create Request for Quote,Matilda Escobar,Sales Rep
362,2020-02-21T14:36:00,2020-02-21T14:42:00,9919.92, Aluminium, Analyze Request for Quote,Brynn Warren,Sales Engineer
362,2020-02-21T14:49:00,2020-02-21T14:51:00,9919.92, Aluminium, Prepare New Product Design,Brynn Warren,Sales Engineer
362,2020-02-22T09:04:00,2020-02-22T09:31:00,9919.92, Aluminium, Prepare Production Plan,Alyvia Berger,Production Engineer
362,2020-02-22T10:30:00,2020-02-22T10:41:00,9919.92, Aluminium, Amend Production Plan,Jaylen Gardner,Production Engineer
362,2020-02-24T15:03:00,2020-02-24T15:14:00,9919.92, Aluminium, Prepare Production Plan,Alyvia Berger,Production Engineer
362,2020-02-24T16:08:00,2020-02-24T16:21:00,9919.92, Aluminium, Amend Production Plan,Roland Salazar,Production Engineer
362,2020-02-24T22:03:00,2020-02-24T22:21:00,9919.92, Aluminium, Prepare Production Plan,Alyvia Berger,Production Engineer
363,2020-02-21T00:56:00,2020-02-21T01:16:00,8709.25, Aluminium, Create Request for Quote,Emilee Dorsey,Sales Rep
363,2020-02-21T05:48:00,2020-02-21T06:01:00,8709.25, Aluminium, Customize Existing Product Design,Rachael Tanner,Sales Engineer
363,2020-02-24T12:16:00,2020-02-24T12:47:00,8709.25, Aluminium, Prepare Production Plan,Rayna Jackson,Production Engineer
363,2020-02-25T13:30:00,2020-02-26T01:56:00,8709.25, Aluminium, Prepare Quote,Alyvia Berger,Sales Engineer
363,2020-03-02T23:03:00,2020-03-02T23:04:00,8709.25, Aluminium, Approve Quote,Dallas Melendez,Senior Sales Engineer
363,2020-03-04T11:52:00,2020-03-04T11:52:00,8709.25, Aluminium, Submit Quote,Giuliana Cantrell,Sales Rep
367,2020-02-21T18:38:00,2020-02-21T19:30:00,18434.87, Aluminium and Glass, Create Request for Quote,Hugh Collins,Sales Rep
367,2020-02-21T20:12:00,2020-02-21T20:18:00,18434.87, Aluminium and Glass, Customize Existing Product Design,Lexi Larsen,Sales Engineer
367,2020-02-24T23:03:00,2020-02-24T23:23:00,18434.87, Aluminium and Glass, Prepare Production Plan,Rayna Jackson,Production Engineer
367,2020-02-27T05:17:00,2020-02-27T17:21:00,18434.87, Aluminium and Glass, Prepare Quote,Alyvia Berger,Sales Engineer
367,2020-03-03T18:38:00,2020-03-03T18:39:00,18434.87, Aluminium and Glass, Approve Quote,Aria Bonilla,Senior Sales Engineer
367,2020-03-08T11:16:00,2020-03-08T11:16:00,18434.87, Aluminium and Glass, Submit Quote,Arturo Horton,Sales Rep
368,2020-02-22T04:01:00,2020-02-22T04:08:00,1057.21, Glass, Create Request for Quote,Bailee Barr,Sales Rep
368,2020-02-22T18:23:00,2020-02-22T18:28:00,1057.21, Glass, Analyze Request for Quote,Korbin Miranda,Sales Engineer
368,2020-02-22T18:35:00,2020-02-22T18:37:00,1057.21, Glass, Prepare New Product Design,Korbin Miranda,Sales Engineer
368,2020-02-25T02:01:00,2020-02-25T02:18:00,1057.21, Glass, Prepare Production Plan,Karter Chapman,Production Engineer
368,2020-02-27T00:16:00,2020-02-27T14:41:00,1057.21, Glass, Prepare Quote,Karter Chapman,Sales Engineer
368,2020-03-03T15:36:00,2020-03-03T15:37:00,1057.21, Glass, Approve Quote,Morgan Roach,Senior Sales Engineer
368,2020-03-05T22:42:00,2020-03-05T22:42:00,1057.21, Glass, Submit Quote,Katelyn Pitts,Sales Rep
37,2020-01-04T20:48:00,2020-01-04T21:20:00,235.5, Aluminium, Create Request for Quote,Jaylen Gardner,Sales Rep
37,2020-01-05T18:32:00,2020-01-05T18:38:00,235.5, Aluminium, Analyze Request for Quote,Sonny Todd,Sales Engineer
37,2020-01-05T18:44:00,2020-01-05T18:47:00,235.5, Aluminium, Prepare New Product Design,Sonny Todd,Sales Engineer
37,2020-01-06T14:34:00,2020-01-06T14:53:00,235.5, Aluminium, Prepare Production Plan,Karter Chapman,Production Engineer
37,2020-01-06T15:39:00,2020-01-06T15:47:00,235.5, Aluminium, Amend Production Plan,Roland Salazar,Production Engineer
37,2020-01-06T18:04:00,2020-01-06T18:46:00,235.5, Aluminium, Prepare Production Plan,Karter Chapman,Production Engineer
37,2020-01-06T19:41:00,2020-01-06T19:48:00,235.5, Aluminium, Amend Production Plan,Aria Bonilla,Production Engineer
37,2020-01-07T11:54:00,2020-01-07T12:33:00,235.5, Aluminium, Prepare Production Plan,Rayna Jackson,Production Engineer
37,2020-01-09T07:44:00,2020-01-09T14:39:00,235.5, Aluminium, Prepare Quote,Alyvia Berger,Sales Engineer
37,2020-01-14T13:12:00,2020-01-14T13:13:00,235.5, Aluminium, Approve Quote,Morgan Roach,Senior Sales Engineer
37,2020-01-16T20:52:00,2020-01-16T20:52:00,235.5, Aluminium, Submit Quote,Giuliana Cantrell,Sales Rep
370,2020-02-22T10:31:00,2020-02-22T11:05:00,3164.98, Aluminium and Glass, Create Request for Quote,Matilda Escobar,Sales Rep
370,2020-02-22T18:51:00,2020-02-22T19:00:00,3164.98, Aluminium and Glass, Customize Existing Product Design,Jaslene Bean,Sales Engineer
370,2020-03-09T01:13:00,2020-03-09T01:48:00,3164.98, Aluminium and Glass, Prepare Production Plan,Karter Chapman,Production Engineer
371,2020-02-22T18:59:00,2020-02-22T19:05:00,3214.69, Glass, Create Request for Quote,Roland Salazar,Sales Rep
371,2020-02-22T22:13:00,2020-02-22T22:23:00,3214.69, Glass, Customize Existing Product Design,Aria Bonilla,Sales Engineer
371,2020-02-26T02:30:00,2020-02-26T02:51:00,3214.69, Glass, Prepare Production Plan,Alyvia Berger,Production Engineer
371,2020-02-28T23:55:00,2020-03-01T09:55:00,3214.69, Glass, Prepare Quote,Alyvia Berger,Sales Engineer
371,2020-03-06T17:52:00,2020-03-06T17:53:00,3214.69, Glass, Approve Quote,Jaslene Bean,Senior Sales Engineer
371,2020-03-07T23:30:00,2020-03-07T23:30:00,3214.69, Glass, Submit Quote,Katelyn Pitts,Sales Rep
372,2020-02-22T23:15:00,2020-02-22T23:46:00,2507.44, Glass, Create Request for Quote,Matilda Escobar,Sales Rep
372,2020-02-23T08:01:00,2020-02-23T08:13:00,2507.44, Glass, Customize Existing Product Design,Aria Bonilla,Sales Engineer
372,2020-02-25T04:17:00,2020-02-25T04:41:00,2507.44, Glass, Prepare Production Plan,Karter Chapman,Production Engineer
372,2020-02-28T21:48:00,2020-03-01T05:46:00,2507.44, Glass, Prepare Quote,Rayna Jackson,Sales Engineer
372,2020-03-05T07:43:00,2020-03-05T07:44:00,2507.44, Glass, Approve Quote,Lexi Larsen,Senior Sales Engineer
372,2020-03-07T23:30:00,2020-03-07T23:30:00,2507.44, Glass, Submit Quote,Katelyn Pitts,Sales Rep
374,2020-02-23T00:23:00,2020-02-23T00:49:00,23529.07, Aluminium and Glass, Create Request for Quote,Dallas Melendez,Sales Rep
374,2020-02-24T01:44:00,2020-02-24T01:49:00,23529.07, Aluminium and Glass, Analyze Request for Quote,Korbin Miranda,Sales Engineer
374,2020-02-24T01:57:00,2020-02-24T01:58:00,23529.07, Aluminium and Glass, Prepare New Product Design,Sonny Todd,Sales Engineer
374,2020-02-28T20:51:00,2020-02-28T21:26:00,23529.07, Aluminium and Glass, Prepare Production Plan,Karter Chapman,Production Engineer
374,2020-03-03T20:18:00,2020-03-04T09:36:00,23529.07, Aluminium and Glass, Prepare Quote,Rayna Jackson,Sales Engineer
374,2020-03-08T10:53:00,2020-03-08T10:54:00,23529.07, Aluminium and Glass, Approve Quote,Dallas Melendez,Senior Sales Engineer
374,2020-03-10T20:24:00,2020-03-10T20:24:00,23529.07, Aluminium and Glass, Submit Quote,Giuliana Cantrell,Sales Rep
375,2020-02-23T01:10:00,2020-02-23T01:15:00,15069.4, Glass, Create Request for Quote,Matilda Escobar,Sales Rep
375,2020-02-23T08:24:00,2020-02-23T08:37:00,15069.4, Glass, Customize Existing Product Design,Jaylen Gardner,Sales Engineer
375,2020-02-25T11:43:00,2020-02-25T11:56:00,15069.4, Glass, Prepare Production Plan,Alyvia Berger,Production Engineer
375,2020-02-27T17:21:00,2020-02-28T05:02:00,15069.4, Glass, Prepare Quote,Alyvia Berger,Sales Engineer
375,2020-03-04T11:23:00,2020-03-04T11:24:00,15069.4, Glass, Approve Quote,Mitchell Mckay,Senior Sales Engineer
375,2020-03-10T17:59:00,2020-03-10T17:59:00,15069.4, Glass, Submit Quote,Giuliana Cantrell,Sales Rep
376,2020-02-23T01:39:00,2020-02-23T01:48:00,33834.47, Aluminium, Create Request for Quote,Jaylen Gardner,Sales Rep
376,2020-02-24T01:56:00,2020-02-24T02:03:00,33834.47, Aluminium, Analyze Request for Quote,Brynn Warren,Sales Engineer
376,2020-02-24T02:11:00,2020-02-24T02:12:00,33834.47, Aluminium, Prepare New Product Design,Sonny Todd,Sales Engineer
376,2020-02-24T04:24:00,2020-02-24T04:46:00,33834.47, Aluminium, Prepare Production Plan,Alyvia Berger,Production Engineer
376,2020-02-25T09:30:00,2020-02-25T21:34:00,33834.47, Aluminium, Prepare Quote,Karter Chapman,Sales Engineer
376,2020-02-27T21:03:00,2020-02-27T21:04:00,33834.47, Aluminium, Approve Quote,Bailee Barr,Senior Sales Engineer
376,2020-03-02T15:20:00,2020-03-02T15:20:00,33834.47, Aluminium, Submit Quote,Mariam Tate,Sales Rep
38,2020-01-04T23:48:00,2020-01-05T00:14:00,15461.64, Aluminium, Create Request for Quote,Aria Bonilla,Sales Rep
38,2020-01-05T14:55:00,2020-01-05T15:01:00,15461.64, Aluminium, Analyze Request for Quote,Sonny Todd,Sales Engineer
38,2020-01-05T15:05:00,2020-01-05T15:07:00,15461.64, Aluminium, Prepare New Product Design,Korbin Miranda,Sales Engineer
38,2020-01-06T17:08:00,2020-01-06T17:24:00,15461.64, Aluminium, Prepare Production Plan,Karter Chapman,Production Engineer
38,2020-01-06T18:29:00,2020-01-06T18:37:00,15461.64, Aluminium, Amend Production Plan,Emilee Dorsey,Production Engineer
38,2020-01-06T19:46:00,2020-01-06T20:12:00,15461.64, Aluminium, Prepare Production Plan,Karter Chapman,Production Engineer
38,2020-01-06T21:09:00,2020-01-06T21:18:00,15461.64, Aluminium, Amend Production Plan,Bailee Barr,Production Engineer
38,2020-01-07T08:00:00,2020-01-07T08:23:00,15461.64, Aluminium, Prepare Production Plan,Alyvia Berger,Production Engineer
38,2020-01-07T09:19:00,2020-01-07T09:28:00,15461.64, Aluminium, Amend Production Plan,Mitchell Mckay,Production Engineer
38,2020-01-07T13:47:00,2020-01-07T14:23:00,15461.64, Aluminium, Prepare Production Plan,Karter Chapman,Production Engineer
38,2020-01-09T03:11:00,2020-01-09T17:14:00,15461.64, Aluminium, Prepare Quote,Rayna Jackson,Sales Engineer
38,2020-01-13T15:15:00,2020-01-13T15:16:00,15461.64, Aluminium, Approve Quote,Bailee Barr,Senior Sales Engineer
38,2020-01-15T19:37:00,2020-01-15T19:37:00,15461.64, Aluminium, Submit Quote,Katelyn Pitts,Sales Rep
380,2020-02-23T19:02:00,2020-02-23T19:11:00,16586.97, Aluminium, Create Request for Quote,Aria Bonilla,Sales Rep
380,2020-02-24T00:25:00,2020-02-24T00:35:00,16586.97, Aluminium, Customize Existing Product Design,Rachael Tanner,Sales Engineer
380,2020-02-25T12:20:00,2020-02-25T12:36:00,16586.97, Aluminium, Prepare Production Plan,Alyvia Berger,Production Engineer
380,2020-02-28T01:49:00,2020-02-28T06:21:00,16586.97, Aluminium, Prepare Quote,Rayna Jackson,Sales Engineer
380,2020-03-05T00:11:00,2020-03-05T00:12:00,16586.97, Aluminium, Approve Quote,Matilda Escobar,Senior Sales Engineer
380,2020-03-05T22:19:00,2020-03-05T22:19:00,16586.97, Aluminium, Submit Quote,Katelyn Pitts,Sales Rep
381,2020-02-23T22:35:00,2020-02-23T23:16:00,3125.61, Glass, Create Request for Quote,Mitchell Mckay,Sales Rep
381,2020-02-24T03:32:00,2020-02-24T03:40:00,3125.61, Glass, Customize Existing Product Design,Mitchell Mckay,Sales Engineer
381,2020-02-24T22:52:00,2020-02-24T23:19:00,3125.61, Glass, Prepare Production Plan,Karter Chapman,Production Engineer
381,2020-02-26T14:15:00,2020-02-27T03:33:00,3125.61, Glass, Prepare Quote,Alyvia Berger,Sales Engineer
381,2020-03-04T18:18:00,2020-03-04T18:19:00,3125.61, Glass, Approve Quote,Nathanial Oliver,Senior Sales Engineer
381,2020-03-10T21:15:00,2020-03-10T21:15:00,3125.61, Glass, Submit Quote,Giuliana Cantrell,Sales Rep
383,2020-02-24T00:02:00,2020-02-24T00:42:00,16637.88, Aluminium and Glass, Create Request for Quote,Emilee Dorsey,Sales Rep
383,2020-02-24T03:13:00,2020-02-24T03:23:00,16637.88, Aluminium and Glass, Customize Existing Product Design,Lexi Larsen,Sales Engineer
383,2020-02-24T05:18:00,2020-02-24T05:43:00,16637.88, Aluminium and Glass, Prepare Production Plan,Alyvia Berger,Production Engineer
383,2020-02-24T06:35:00,2020-02-24T06:40:00,16637.88, Aluminium and Glass, Amend Production Plan,Mitchell Mckay,Production Engineer
383,2020-02-25T11:57:00,2020-02-25T12:20:00,16637.88, Aluminium and Glass, Prepare Production Plan,Alyvia Berger,Production Engineer
383,2020-02-25T13:12:00,2020-02-25T13:27:00,16637.88, Aluminium and Glass, Amend Production Plan,Nathanial Oliver,Production Engineer
383,2020-03-04T18:01:00,2020-03-04T18:21:00,16637.88, Aluminium and Glass, Prepare Production Plan,Alyvia Berger,Production Engineer
384,2020-02-24T02:47:00,2020-02-24T03:43:00,6694.68, Glass, Create Request for Quote,Emilee Dorsey,Sales Rep
384,2020-02-25T02:13:00,2020-02-25T02:17:00,6694.68, Glass, Analyze Request for Quote,Korbin Miranda,Sales Engineer
384,2020-02-25T02:22:00,2020-02-25T02:24:00,6694.68, Glass, Prepare New Product Design,Korbin Miranda,Sales Engineer
384,2020-02-25T19:40:00,2020-02-25T20:05:00,6694.68, Glass, Prepare Production Plan,Rayna Jackson,Production Engineer
384,2020-03-01T00:35:00,2020-03-01T06:27:00,6694.68, Glass, Prepare Quote,Karter Chapman,Sales Engineer
384,2020-03-06T02:52:00,2020-03-06T02:53:00,6694.68, Glass, Approve Quote,Roland Salazar,Senior Sales Engineer
384,2020-03-08T03:11:00,2020-03-08T03:11:00,6694.68, Glass, Submit Quote,Kamila Leblanc,Sales Rep
386,2020-02-24T14:28:00,2020-02-24T14:38:00,548.54, Aluminium, Create Request for Quote,Jaslene Bean,Sales Rep
386,2020-02-25T07:43:00,2020-02-25T07:49:00,548.54, Aluminium, Analyze Request for Quote,Korbin Miranda,Sales Engineer
386,2020-02-25T07:57:00,2020-02-25T07:58:00,548.54, Aluminium, Prepare New Product Design,Korbin Miranda,Sales Engineer
386,2020-03-04T21:55:00,2020-03-04T22:10:00,548.54, Aluminium, Prepare Production Plan,Karter Chapman,Production Engineer
386,2020-03-04T22:56:00,2020-03-04T23:01:00,548.54, Aluminium, Amend Production Plan,Bailee Barr,Production Engineer
386,2020-03-29T17:56:00,2020-03-29T18:22:00,548.54, Aluminium, Prepare Production Plan,Rayna Jackson,Production Engineer
386,2020-03-29T19:12:00,2020-03-29T19:27:00,548.54, Aluminium, Amend Production Plan,Mitchell Mckay,Production Engineer
386,2020-04-21T12:24:00,2020-04-21T12:55:00,548.54, Aluminium, Prepare Production Plan,Alyvia Berger,Production Engineer
386,2020-04-21T13:49:00,2020-04-21T14:04:00,548.54, Aluminium, Amend Production Plan,Lexi Larsen,Production Engineer
386,2020-05-11T03:05:00,2020-05-11T03:22:00,548.54, Aluminium, Prepare Production Plan,Rayna Jackson,Production Engineer
386,2020-05-11T04:15:00,2020-05-11T04:26:00,548.54, Aluminium, Amend Production Plan,Emilee Dorsey,Production Engineer
386,2020-05-17T17:00:00,2020-05-17T17:21:00,548.54, Aluminium, Prepare Production Plan,Rayna Jackson,Production Engineer
386,2020-05-20T11:30:00,2020-05-20T22:53:00,548.54, Aluminium, Prepare Quote,Rayna Jackson,Sales Engineer
386,2020-05-30T11:55:00,2020-05-30T11:56:00,548.54, Aluminium, Approve Quote,Mitchell Mckay,Senior Sales Engineer
386,2020-05-31T07:52:00,2020-05-31T07:52:00,548.54, Aluminium, Submit Quote,Katelyn Pitts,Sales Rep
387,2020-02-24T15:03:00,2020-02-24T15:44:00,15355.25, Aluminium, Create Request for Quote,Hugh Collins,Sales Rep
387,2020-02-25T14:35:00,2020-02-25T14:40:00,15355.25, Aluminium, Analyze Request for Quote,Sonny Todd,Sales Engineer
387,2020-02-25T14:45:00,2020-02-25T14:47:00,15355.25, Aluminium, Prepare New Product Design,Sonny Todd,Sales Engineer
387,2020-02-28T07:51:00,2020-02-28T08:08:00,15355.25, Aluminium, Prepare Production Plan,Alyvia Berger,Production Engineer
387,2020-03-01T10:31:00,2020-03-01T22:24:00,15355.25, Aluminium, Prepare Quote,Rayna Jackson,Sales Engineer
387,2020-03-07T21:32:00,2020-03-07T21:33:00,15355.25, Aluminium, Approve Quote,Jaslene Bean,Senior Sales Engineer
387,2020-03-10T18:49:00,2020-03-10T18:49:00,15355.25, Aluminium, Submit Quote,Giuliana Cantrell,Sales Rep
389,2020-02-24T19:13:00,2020-02-24T19:19:00,26829.12, Glass, Create Request for Quote,Morgan Roach,Sales Rep
389,2020-02-24T23:28:00,2020-02-24T23:40:00,26829.12, Glass, Customize Existing Product Design,Rachael Tanner,Sales Engineer
389,2020-03-02T20:39:00,2020-03-02T21:04:00,26829.12, Glass, Prepare Production Plan,Alyvia Berger,Production Engineer
389,2020-03-04T09:36:00,2020-03-04T17:33:00,26829.12, Glass, Prepare Quote,Rayna Jackson,Sales Engineer
389,2020-03-09T05:14:00,2020-03-09T05:15:00,26829.12, Glass, Approve Quote,Morgan Roach,Senior Sales Engineer
389,2020-03-10T18:49:00,2020-03-10T18:49:00,26829.12, Glass, Submit Quote,Giuliana Cantrell,Sales Rep
39,2020-01-05T05:55:00,2020-01-05T06:47:00,13466.81, Aluminium, Create Request for Quote,Aria Bonilla,Sales Rep
39,2020-01-05T16:25:00,2020-01-05T16:30:00,13466.81, Aluminium, Analyze Request for Quote,Korbin Miranda,Sales Engineer
39,2020-01-05T16:34:00,2020-01-05T16:36:00,13466.81, Aluminium, Prepare New Product Design,Brynn Warren,Sales Engineer
39,2020-01-07T03:15:00,2020-01-07T03:25:00,13466.81, Aluminium, Prepare Production Plan,Karter Chapman,Production Engineer
39,2020-01-07T04:11:00,2020-01-07T04:20:00,13466.81, Aluminium, Amend Production Plan,Lexi Larsen,Production Engineer
39,2020-01-07T20:35:00,2020-01-07T20:53:00,13466.81, Aluminium, Prepare Production Plan,Alyvia Berger,Production Engineer
39,2020-01-07T21:48:00,2020-01-07T22:02:00,13466.81, Aluminium, Amend Production Plan,Mitchell Mckay,Production Engineer
39,2020-01-08T01:24:00,2020-01-08T01:56:00,13466.81, Aluminium, Prepare Production Plan,Rayna Jackson,Production Engineer
39,2020-01-11T01:59:00,2020-01-11T10:59:00,13466.81, Aluminium, Prepare Quote,Rayna Jackson,Sales Engineer
39,2020-01-14T09:40:00,2020-01-14T09:41:00,13466.81, Aluminium, Approve Quote,Bailee Barr,Senior Sales Engineer
39,2020-01-14T23:18:00,2020-01-14T23:18:00,13466.81, Aluminium, Submit Quote,Kamila Leblanc,Sales Rep
391,2020-02-25T07:33:00,2020-02-25T07:59:00,1851.73, Aluminium and Glass, Create Request for Quote,Hugh Collins,Sales Rep
391,2020-02-25T15:27:00,2020-02-25T15:34:00,1851.73, Aluminium and Glass, Customize Existing Product Design,Rachael Tanner,Sales Engineer
391,2020-02-26T12:19:00,2020-02-26T12:48:00,1851.73, Aluminium and Glass, Prepare Production Plan,Alyvia Berger,Production Engineer
393,2020-02-25T16:55:00,2020-02-25T17:04:00,2854.02, Aluminium, Create Request for Quote,Roland Salazar,Sales Rep
393,2020-02-26T15:21:00,2020-02-26T15:26:00,2854.02, Aluminium, Analyze Request for Quote,Brynn Warren,Sales Engineer
393,2020-02-26T15:32:00,2020-02-26T15:35:00,2854.02, Aluminium, Prepare New Product Design,Sonny Todd,Sales Engineer
393,2020-02-28T22:50:00,2020-02-28T23:14:00,2854.02, Aluminium, Prepare Production Plan,Karter Chapman,Production Engineer
393,2020-03-03T07:36:00,2020-03-03T17:09:00,2854.02, Aluminium, Prepare Quote,Rayna Jackson,Sales Engineer
393,2020-03-09T22:32:00,2020-03-09T22:33:00,2854.02, Aluminium, Approve Quote,Aria Bonilla,Senior Sales Engineer
393,2020-03-10T17:59:00,2020-03-10T17:59:00,2854.02, Aluminium, Submit Quote,Giuliana Cantrell,Sales Rep
396,2020-02-26T03:16:00,2020-02-26T03:43:00,17148.5, Aluminium and Glass, Create Request for Quote,Rachael Tanner,Sales Rep
396,2020-02-26T18:40:00,2020-02-26T18:48:00,17148.5, Aluminium and Glass, Analyze Request for Quote,Brynn Warren,Sales Engineer
396,2020-02-27T06:38:00,2020-02-27T07:03:00,17148.5, Aluminium and Glass, Amend Request for Quote,Nathanial Oliver,Sales Rep
396,2020-02-28T07:31:00,2020-02-28T07:38:00,17148.5, Aluminium and Glass, Analyze Request for Quote,Sonny Todd,Sales Engineer
396,2020-02-28T07:45:00,2020-02-28T07:47:00,17148.5, Aluminium and Glass, Prepare New Product Design,Brynn Warren,Sales Engineer
396,2020-03-03T17:09:00,2020-03-03T17:38:00,17148.5, Aluminium and Glass, Prepare Production Plan,Rayna Jackson,Production Engineer
396,2020-03-05T07:44:00,2020-03-05T12:25:00,17148.5, Aluminium and Glass, Prepare Quote,Rayna Jackson,Sales Engineer
396,2020-03-10T08:14:00,2020-03-10T08:15:00,17148.5, Aluminium and Glass, Approve Quote,Mitchell Mckay,Senior Sales Engineer
396,2020-03-12T10:55:00,2020-03-12T10:55:00,17148.5, Aluminium and Glass, Submit Quote,Giuliana Cantrell,Sales Rep
397,2020-02-26T03:38:00,2020-02-26T04:31:00,14875.09, Aluminium, Create Request for Quote,Jaslene Bean,Sales Rep
397,2020-02-26T06:02:00,2020-02-26T06:11:00,14875.09, Aluminium, Customize Existing Product Design,Jaylen Gardner,Sales Engineer
397,2020-02-28T23:27:00,2020-02-28T23:55:00,14875.09, Aluminium, Prepare Production Plan,Alyvia Berger,Production Engineer
397,2020-03-02T10:34:00,2020-03-03T00:20:00,14875.09, Aluminium, Prepare Quote,Karter Chapman,Sales Engineer
397,2020-03-10T20:04:00,2020-03-10T20:05:00,14875.09, Aluminium, Approve Quote,Bailee Barr,Senior Sales Engineer
397,2020-03-11T18:54:00,2020-03-11T18:54:00,14875.09, Aluminium, Submit Quote,Katelyn Pitts,Sales Rep
398,2020-02-26T13:48:00,2020-02-26T14:00:00,30010.65, Aluminium, Create Request for Quote,Mitchell Mckay,Sales Rep
398,2020-02-27T04:31:00,2020-02-27T04:36:00,30010.65, Aluminium, Analyze Request for Quote,Sonny Todd,Sales Engineer
398,2020-02-27T04:40:00,2020-02-27T04:43:00,30010.65, Aluminium, Prepare New Product Design,Korbin Miranda,Sales Engineer
398,2020-03-05T01:25:00,2020-03-05T01:43:00,30010.65, Aluminium, Prepare Production Plan,Alyvia Berger,Production Engineer
398,2020-03-06T04:27:00,2020-03-06T13:20:00,30010.65, Aluminium, Prepare Quote,Karter Chapman,Sales Engineer
398,2020-03-09T22:23:00,2020-03-09T22:24:00,30010.65, Aluminium, Approve Quote,Hugh Collins,Senior Sales Engineer
398,2020-03-14T01:19:00,2020-03-14T01:19:00,30010.65, Aluminium, Submit Quote,Katelyn Pitts,Sales Rep
4,2020-01-01T08:39:00,2020-01-01T09:00:00,11770.05, Aluminium and Glass, Create Request for Quote,Hugh Collins,Sales Rep
4,2020-01-01T18:45:00,2020-01-01T18:51:00,11770.05, Aluminium and Glass, Analyze Request for Quote,Korbin Miranda,Sales Engineer
4,2020-01-01T18:56:00,2020-01-01T18:58:00,11770.05, Aluminium and Glass, Prepare New Product Design,Brynn Warren,Sales Engineer
4,2020-01-01T19:58:00,2020-01-01T20:19:00,11770.05, Aluminium and Glass, Prepare Production Plan,Alyvia Berger,Production Engineer
4,2020-01-01T21:06:00,2020-01-01T21:14:00,11770.05, Aluminium and Glass, Amend Production Plan,Aria Bonilla,Production Engineer
4,2020-01-01T22:01:00,2020-01-01T22:24:00,11770.05, Aluminium and Glass, Prepare Production Plan,Alyvia Berger,Production Engineer
4,2020-01-02T19:13:00,2020-01-03T07:45:00,11770.05, Aluminium and Glass, Prepare Quote,Rayna Jackson,Sales Engineer
4,2020-01-05T09:57:00,2020-01-05T09:58:00,11770.05, Aluminium and Glass, Approve Quote,Emilee Dorsey,Senior Sales Engineer
4,2020-01-06T06:13:00,2020-01-06T06:13:00,11770.05, Aluminium and Glass, Submit Quote,Kamila Leblanc,Sales Rep
40,2020-01-05T08:02:00,2020-01-05T08:28:00,5480.48, Aluminium, Create Request for Quote,Emilee Dorsey,Sales Rep
40,2020-01-06T01:30:00,2020-01-06T01:36:00,5480.48, Aluminium, Analyze Request for Quote,Brynn Warren,Sales Engineer
40,2020-01-06T01:40:00,2020-01-06T01:41:00,5480.48, Aluminium, Prepare New Product Design,Sonny Todd,Sales Engineer
40,2020-01-06T15:44:00,2020-01-06T16:10:00,5480.48, Aluminium, Prepare Production Plan,Alyvia Berger,Production Engineer
40,2020-01-10T22:35:00,2020-01-11T05:46:00,5480.48, Aluminium, Prepare Quote,Karter Chapman,Sales Engineer
